NMAquiferTable,MatchField,LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
dbo.WellData,DataSource,1567EC96-9CA0-4AE3-914C-1E8B172BAAA1,B19BD6BB-F322-4BD8-9CE8-04FB9ABF11AC,39434,SB-0490,X,,,906,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,N,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055399
dbo.WellData,DataSource,145ED532-5BE1-4FAD-B46B-768BE0C4AE71,0B70040F-4B21-49BF-959C-05866120EA60,39692,SB-0748,X,,,521,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,X,Observation,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000553D8
dbo.WellData,DataSource,E1F15A88-E222-4614-A8D2-CDF11C5FA2DF,DA5A1E95-E1D9-472A-BF91-0651D2A5EC73,39703,SB-0759,X,,,652,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,,Test Hole,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005544D
dbo.WellData,DataSource,EED7AD5C-AF9D-406F-A0B9-86D975A6192A,0B17AB8F-2342-4C8D-B750-0672229F2FA3,39492,SB-0548,X,,,263,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005545F
dbo.WellData,DataSource,B1871BB6-1EFE-474B-8967-8E5D52E30EDF,268DBBD8-2A5F-4B6C-AF6A-0704AFA75C03,39448,SB-0504,X,,,110,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000554BF
dbo.WellData,DataSource,55A140E4-D830-44BE-9588-4661CA5BDF13,96D5BEED-0B69-43A4-8FB0-076BEEDA4050,39263,SB-0319,X,,,118,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,110ALVM,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000554FA
dbo.WellData,DataSource,28ABF7DF-97BA-41D0-A82C-F4814DEB8709,104C6DDD-C972-4CD0-8CDA-076F66E09A2E,39428,SB-0484,X,,,1100,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000554FE
dbo.WellData,DataSource,B191DDB5-2403-4B33-87AB-E1932CE9D470,DDF353E3-5BC2-44DC-BBD2-0776A362789C,39595,SB-0651,X,,,508,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,,Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055503
dbo.WellData,DataSource,424313F2-2042-433B-AC3A-A784C4BA0D79,D36325BA-8825-43FA-85D0-07E3DCD9EEA2,39668,SB-0724,X,,,460,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055545
dbo.WellData,DataSource,9833CE85-C80D-4B5F-8BCD-6751C6B65A87,BAA97AFD-5C42-45A2-A43C-082FCFFB0A3F,39537,SB-0593,X,,,540,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112RLBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005556E
dbo.WellData,DataSource,325DB9D3-6FA9-4F53-9585-6AEB6697ACDD,D064F935-D074-40BD-91A1-08F77E3E3B50,39616,SB-0672,X,,,460,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,,Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000555F5
dbo.WellData,DataSource,4692F544-1A5F-47DB-94EA-30B3C7BE4B16,483FB1A2-F54E-4032-BCC3-0905313EAFF0,39319,SB-0375,X,,,300,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000555FC
dbo.WellData,DataSource,34D3716F-6C95-40CD-8728-61CFBE427BCA,EA74C933-3912-4718-8002-0939E3B408FA,39757,SB-0813,X,,,500,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112GRBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005561A
dbo.WellData,DataSource,1DDBFC6B-218C-482D-8737-1775017AF274,543293F9-50B6-4993-8AEB-096E42347E50,39525,SB-0581,X,,,690,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005563A
dbo.WellData,DataSource,BBC649D0-0A30-4E31-B8CD-203F28DB4D2C,0CD3F4CB-FDE0-4629-BC79-09748ADD7ED4,39685,SB-0741,X,,,602,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005563F
dbo.WellData,DataSource,6C0DE0D9-8F4D-4709-AB96-F73DF9F9FF90,EEF14718-B063-4C21-BA49-097D97CBA303,39105,SB-0161,X,,,413,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSPG,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055649
dbo.WellData,DataSource,A707FE93-4F12-40DB-867F-5C43CA9B42CD,39E970CB-2743-48EE-B846-09A66F141801,39191,SB-0247,X,,,200,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055656
dbo.WellData,DataSource,DB1C044F-211F-458F-9AF6-1B8AEF0210FD,7751E71A-CCAC-4880-8690-09B1C7F120E8,39638,SB-0694,X,,,610,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005565F
dbo.WellData,DataSource,DAC398DC-D2A2-4CFA-A8A8-23602605F228,2271A77D-F683-4098-94E1-09DC3229B8B2,39335,SB-0391,X,,,0,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055679
dbo.WellData,DataSource,F4F6BAEF-2475-442A-AB6F-2DDE431DE213,EAC1E8F3-A90C-4CDD-9B1C-0A20939C28B7,39501,SB-0557,X,,,296,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000556A4
dbo.WellData,DataSource,5E37E9A0-8B3C-44CF-B827-654D82B91B35,09CCECA4-B336-4912-AAB0-0A3B2563993C,39323,SB-0379,X,,,330,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000556B4
dbo.WellData,DataSource,A6CEA1C2-0B32-4F2B-82ED-DBA128332FE2,6B43B163-9231-430B-8591-0A6C1FD69C29,39588,SB-0644,X,,,473,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000556CD
dbo.WellData,DataSource,F63D2259-F5B9-4527-9459-D0ABFFA783A3,EF27D48D-7CD8-4E08-800A-0A826FFF951D,39110,SB-0166,X,,,550,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112SBDM,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000556DB
dbo.WellData,DataSource,A1AF8BDE-0A8E-438C-AFC1-F2576C188140,41AEAEC4-2775-4F31-B432-0B1A9D10870D,39083,SB-0139,X,,,17,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112SLBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055736
dbo.WellData,DataSource,512B733F-99CE-4491-9BD0-221E9215F631,353A49A7-C565-417B-8A0A-0C47E0FE1623,39400,SB-0456,X,,,0,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000557DD
dbo.WellData,DataSource,FB57C7AC-D121-4CB4-B66A-CE8B7EFBF54B,246AFF64-859E-4E2F-B09D-0C82DD8FBF8F,39170,SB-0226,X,,,250,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055811
dbo.WellData,DataSource,16871DB8-5F77-4270-A94A-7D5B98819C49,853CA022-AEAB-4E6F-9C7D-0CACA95DC794,39680,SB-0736,X,,,560,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,X,Test Hole,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055827
dbo.WellData,DataSource,A1D73BC2-4994-400A-AE2E-0CB6051CCAA9,61AED9B7-CC67-42E5-9B49-0CB311758449,39310,SB-0366,X,,,550,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005582D
dbo.WellData,DataSource,A28DD496-BF86-4B3F-8394-37926E0DAF44,130B905E-BFB8-4394-B266-0CDD29B2ABB5,38976,SB-0032,X,,,752,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,313CRCX,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005583E
dbo.WellData,DataSource,A9DA8F39-0F0E-4978-842C-519F124EC192,5EEE4277-2964-487E-885A-0CE07A1F9F81,39452,SB-0508,X,,,907,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055840
dbo.WellData,DataSource,CF2FAD38-C94D-4961-950D-393CC704D93B,661F2335-C166-4E0D-918E-0D3D56D65CC7,39598,SB-0654,X,,,795,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,,Test Hole; Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055874
dbo.WellData,DataSource,D233997B-91DB-4317-9B79-66D426B62E9C,E3CD594B-31DE-4632-A1CC-0D54EF470532,39258,SB-0314,X,,,300,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005587B
dbo.WellData,DataSource,DA291074-224D-46BA-958D-1475D0E4EF7B,866F9B69-19D1-4452-862D-0D922DE08100,39128,SB-0184,X,,,84,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,110ALVM,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055896
dbo.WellData,DataSource,68D7D4D9-3C91-41BA-B654-D909857D64A9,BC84FBE0-44BE-4C26-8AAF-0E0765C87002,39215,SB-0271,X,,,361,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000558DD
dbo.WellData,DataSource,7F4268B7-FE05-4FB6-AF24-EF7EFD8128E4,D9839128-8378-4E02-96C3-0E19BD0F5A64,39545,SB-0601,X,,,1663,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,,Test Hole; Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000558E9
dbo.WellData,DataSource,E29BA32D-91CC-4F7D-B615-9F50AB5ADA12,DCB7EB73-5CB9-46B5-81C8-0E387155C605,39453,SB-0509,X,,,934,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000558FC
dbo.WellData,DataSource,BF07DE99-7705-4912-93C4-70E2406B6CFD,CE101909-7AFD-48DA-95AC-0E5D831B93C6,39349,SB-0405,X,,,2616,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,300PLZC,,,,X,Test Hole,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005590E
dbo.WellData,DataSource,59B8B621-3F2E-4D5F-9FF6-1CAE66ED3096,F2AEE6FC-1544-4E1A-83D7-0E951C32A4B2,39650,SB-0706,X,,,660,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,N,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055929
dbo.WellData,DataSource,0D7708CC-F6FE-4D5C-B8F0-418E6093F63F,2EAFEDC6-4CE0-4808-808B-0F3E83ACEE24,39424,SB-0480,X,,,100,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055985
dbo.WellData,DataSource,B9432076-76A5-4381-9220-D7EE07501E30,102EE1F5-05B5-470E-B5DC-0F50195A23F8,39712,SB-0768,X,,,620,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,P,,,false,false,false,Texas Water Development Board,,0,,,,,,0x000000000005598B
dbo.WellData,DataSource,1C010514-7D8D-439B-85AE-CABF82001248,FB315BA9-9B73-42DB-A6DA-0FA00245FC95,39042,SB-0098,X,,,200,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112SBDM,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000559C1
dbo.WellData,DataSource,384FA840-7F71-4266-88D2-1DE9FA4B2324,B67A6BF3-45C1-4C03-9882-0FCF3B709E16,39666,SB-0722,X,,,750,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x00000000000559E0
dbo.WellData,DataSource,D8F23109-917D-4F90-88DF-10AFEF122B5A,8A4CF48C-106C-45E8-8B08-1030B7B28548,39608,SB-0664,X,,,450,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055A1B
dbo.WellData,DataSource,8C4789E9-A098-4474-BFB5-CA8B550D6C79,CC64676D-0D23-4017-99CE-106A7E008218,39576,SB-0632,X,,,642,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,,Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055A3D
dbo.WellData,DataSource,E4537125-EEF5-499B-9AB8-E057A3FE6A3B,D4A870E3-B12C-4EB3-9E63-10E6B44D23AB,39512,SB-0568,X,,,820,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,X,Test Hole,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055A83
dbo.WellData,DataSource,BE708C0F-91AE-4993-BFC9-5CB8E8284613,BD885E76-47B1-4610-AB4B-11CC3ECFB9A4,39197,SB-0253,X,,,150,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B0A
dbo.WellData,DataSource,B1ADD465-FFCE-4EB5-BC31-FC1FF414A8BE,B4D42F55-5531-45A8-88C8-11D0963F2AD8,39540,SB-0596,X,,,497,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112RLBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B0D
dbo.WellData,DataSource,F3D6FDAF-CE6C-4881-AFB9-961758F68628,735689A5-CC6E-4074-8E5D-11D3952A756C,39311,SB-0367,X,,,420,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B0E
dbo.WellData,DataSource,EF7B3513-656D-4C17-A48A-4A1BF20D0DAB,AF26E42D-CC96-4BD6-8DFC-121818ABB70B,39309,SB-0365,X,,,886,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B45
dbo.WellData,DataSource,844CC135-AFE6-423A-B3A0-EEB9FAC01611,F868D384-5728-43E4-B4F8-1229C8B6A61E,39614,SB-0670,X,,,460,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,P,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B4E
dbo.WellData,DataSource,0C594ABC-4D5C-4212-B091-5DC2D9D00F6B,D790D0F7-9FD9-4073-929D-126C90DDB9EB,39656,SB-0712,X,,,440,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B7F
dbo.WellData,DataSource,2EC283C9-7C22-4C7A-9847-3CE166E7B518,F036576D-7757-42CC-8DCC-126F34E85EAB,39001,SB-0057,X,,,750,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,313CRCX,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B82
dbo.WellData,DataSource,EEEAFC0C-3502-4C78-A2FD-204AE7AE8E63,CC58C82A-2073-49FE-BC5B-12833686C0B3,39237,SB-0293,X,,,985,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055B90
dbo.WellData,DataSource,30B9465A-A97C-48BA-9741-F5A12532AB53,2A758BB1-D7CA-4041-AC6F-13162ED3C693,39129,SB-0185,X,,,180,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,400PCMB,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055BE0
dbo.WellData,DataSource,16E3E0D2-B1C8-46FB-83E1-F76A89DFF42B,CAC8B6D4-6397-438B-BF29-1357E494CE89,39649,SB-0705,X,,,638,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112HCBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055C0B
dbo.WellData,DataSource,DA8EB6A4-4733-457A-8B6C-157A8B020CDC,8495A5A2-A939-413C-8A27-13B5952D76FF,39496,SB-0552,X,,,950,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055C31
dbo.WellData,DataSource,84DB2BB7-E96D-4F0B-8281-6ED9166131C0,B73F921B-A6C2-454F-B40F-13B75B891EC9,39104,SB-0160,X,,,149,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,310PRMN,,,,D,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055C34
dbo.WellData,DataSource,1E5F7A28-6335-4AE6-94E5-FC4B48C610F4,CC9C9A5B-F336-4B10-8BE6-14B8D519CE53,38974,SB-0030,X,,,416,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,313CRCX,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055CBB
dbo.WellData,DataSource,19DCD407-6C80-472E-A5A5-A3CA491FEA1B,722A8770-860B-409E-96CA-14ED261F70D1,38988,SB-0044,X,,,552,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,310PRMN,,,,,Plugged or Destroyed,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055CDC
dbo.WellData,DataSource,15F0B9AC-2D2D-418A-B557-F1D4F3FCFA89,48394154-653A-4E27-91AC-14F3284603B7,39067,SB-0123,X,,,566,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,300PLZC,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055CE1
dbo.WellData,DataSource,A68B23B6-A276-4A67-A186-CD4588D705A3,05E0B283-97EE-4EAD-9CCC-150FF7B58EC8,38962,SB-0018,X,,,150,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,112SLBL,,,,X,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055CEB
dbo.WellData,DataSource,E5AF1229-6D93-4972-B887-D24E01C3E048,4EB8F78E-DBDF-4FB5-9306-1573E812A37F,39017,SB-0073,X,,,385,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,313CRCX,,,,I,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055D28
dbo.WellData,DataSource,7D8073B0-9E0B-4FEB-BF2F-793776226D94,D3C21521-4FE5-40DA-8E0A-15744380A920,39461,SB-0517,X,,,146,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,210CRCS,,,,,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055D29
dbo.WellData,DataSource,C3942FF6-44DA-4629-B676-16B38C3151AB,0478DA0A-2B3F-451E-8ABD-1577A6A67A41,39211,SB-0267,X,,,350,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,318BSVP,,,,,,,false,false,false,Texas Water Development Board,,0,SB0267.pdf,,,,,0x0000000000055D2C
dbo.WellData,DataSource,13079524-AF13-43C6-B7BB-107E1256F865,FDD4E8E9-7CEB-4C82-A324-15FA872C21A9,39120,SB-0176,X,,,0,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0,,,,,,,,,400PCMB,,,,L,,,false,false,false,Texas Water Development Board,,0,,,,,,0x0000000000055D8A
